"Location","Job_Title","Industry","Company_Size","AI_Adoption_Level","Automation_Risk","Required_Skills","Salary_USD","Remote_Friendly","Job_Growth_Projection","GDP_2023_Billion_USD","GDP_Growth_2023_Percent","Automation_Impact_Score","Average_Salary","Stock_Option_Percent","Bonus_Percent","Stock_Options","Bonus","Total_Compensation","Automation_Probability","count","AI_Adoption_Count","AI_Adoption_Rate_Per_Company_Size","Job_Security_Index","Common_Degrees","Annual_Growth_Rate_Low","Annual_Growth_Rate_High","Annual_Growth_Rate_Mean","Projected_Total_Compensation_Low_5Y","Projected_Total_Compensation_High_5Y","Projected_Total_Compensation_Mean_5Y","Type_of_Automation"
"Sydney","Software Engineer","Healthcare","Small","Low","Medium","Communication",45186.524271605,"No","Stable",1580,1.5,4,79270.9869334877,0.1,0.15,4518.6524271605,6777.97864074076,56483.1553395063,33.2159558497369,59,9761,0.60444626575146,"Medium","Computer Science, Software Engineering, Information Technology",1.81451884591766,2.81119725033268,2.31285804812517,61797.0175933976,64881.5225671871,63339.2700802924,"Cognitive"
"Sydney","AI Researcher","Entertainment","Small","High","Medium","Marketing",119754.540713165,"No","Stable",1580,1.5,8,104512.728124998,0.05,0.1,5987.72703565827,11975.4540713165,137717.72182014,67.4424779927358,58,9761,0.594201413789571,"Medium","Computer Science, Artificial Intelligence, Mathematics",1.46883097227337,2.46208672447409,1.96545884837373,148133.442019786,155527.006063602,151830.224041694,"Unknown"
"Sydney","Cybersecurity Analyst","Healthcare","Medium","Medium","Low","Python",81978.8229975123,"No","Decline",1580,1.5,4,91923.5864679735,0.1,0.15,8197.88229975123,12296.8234496268,102473.52874689,37.9677936993539,60,9085,0.66042927903137,"Medium","Computer Science, Information Technology, Cybersecurity",-2.23347471636347,0.76272850426659,-0.735373106048443,91529.8167292167,106441.573709771,98985.695219494,"Cognitive"
"Sydney","HR Manager","Telecommunications","Small","Medium","Low","Communication",58952.4507682988,"No","Stable",1580,1.5,4,82799.7248063423,0.2,0.2,11790.4901536598,11790.4901536598,82533.4310756183,37.9677936993539,54,9761,0.553222005942014,"Medium","Human Resource Management, Business Administration, Psychology",1.76652528363653,2.76272850426659,2.26462689395156,90085.44559192,94581.9001045468,92333.6728482334,"Hybrid"
"Sydney","Data Scientist","Education","Medium","High","Low","Python",129631.583296304,"No","Growth",1580,1.5,6,102573.663191675,0.05,0.1,6481.57916481519,12963.1583296304,149076.320790749,51.4570672670379,42,9085,0.462300495321959,"High","Computer Science, Statistics, Mathematics",3.63028362060292,4.62513791387621,4.12771076723957,178173.084950041,186891.213175164,182532.149062602,"Cognitive"
"Sydney","Sales Manager","Telecommunications","Small","High","High","Machine Learning",96128.1970997042,"No","Growth",1580,1.5,10,92718.4915744172,0.2,0.2,19225.6394199408,19225.6394199408,134579.475939586,85.310173262842,58,9761,0.594201413789571,"Medium","Business Administration, Marketing, Economics",3.2883672500453,4.27983623271901,3.78410174138215,158210.715364063,165951.252700954,162080.984032508,"Hybrid"
"Sydney","Data Scientist","Retail","Large","High","Medium","UX/UI Design",101325.617594347,"Yes","Decline",1580,1.5,8,93059.5836881473,0.05,0.1,5066.28087971737,10132.5617594347,116524.4602335,67.4424779927358,47,9350,0.502673796791444,"Medium","Computer Science, Statistics, Mathematics",-2.53116902772663,0.462086724474095,-1.03454115162627,102505.197325445,119241.676562973,110873.436944209,"Unknown"
"Sydney","Marketing Specialist","Retail","Medium","High","Low","UX/UI Design",90541.080813779,"No","Growth",1580,1.5,6,98126.6279828236,0.05,0.1,4527.05404068895,9054.1080813779,104122.242935846,51.4570672670379,42,9085,0.462300495321959,"High","Marketing, Business Administration, Communications",3.63028362060292,4.62513791387621,4.12771076723957,124444.855744981,130534.025776727,127489.440760854,"Unknown"
"Sydney","Data Scientist","Entertainment","Medium","Low","Low","Sales",112234.371350484,"Yes","Stable",1580,1.5,2,102101.263082129,0.05,0.1,5611.71856752419,11223.4371350484,129069.527053056,12.5822808779776,61,9085,0.671436433681893,"Medium","Computer Science, Statistics, Mathematics",2.02291896313243,3.02166073504463,2.52228984908853,142663.358339782,149784.354228443,146223.856284113,"Unknown"
"Sydney","Software Engineer","Retail","Medium","High","Medium","Cybersecurity",52243.5032149929,"Yes","Stable",1580,1.5,8,84917.5278462074,0.05,0.1,2612.17516074965,5224.3503214993,60080.0286972419,67.4424779927358,42,9085,0.462300495321959,"Medium","Computer Science, Software Engineering, Information Technology",1.46883097227337,2.46208672447409,1.96545884837373,64623.9375001658,67849.4159212184,66236.6767106921,"Unknown"
"Sydney","Cybersecurity Analyst","Transportation","Small","Low","High","Marketing",97811.8781239847,"Yes","Stable",1580,1.5,6,93942.3542228579,0.05,0.1,4890.59390619924,9781.18781239847,112483.659842582,58.893505372107,59,9761,0.60444626575146,"Medium","Computer Science, Information Technology, Cybersecurity",1.55517559574172,2.54928624520451,2.05223092047311,121506.565562582,127571.202212642,124538.883887612,"Physical"
"Sydney","Product Manager","Energy","Small","High","High","Project Management",82016.9641429928,"No","Growth",1580,1.5,10,75230.5044477438,0.1,0.15,8201.69641429928,12302.5446214489,102521.205178741,85.310173262842,58,9761,0.594201413789571,"Medium","Business Administration, Marketing, Engineering",3.2883672500453,4.27983623271901,3.78410174138215,120523.23058975,126419.889132732,123471.559861241,"Unknown"
"Sydney","UX Designer","Education","Medium","Low","Medium","Data Analysis",109578.480137308,"Yes","Growth",1580,1.5,4,93749.0560912962,0.05,0.1,5478.92400686542,10957.8480137308,126015.252157905,33.2159558497369,61,9085,0.671436433681893,"Medium","Graphic Design, Human-Computer Interaction, Psychology",3.81451884591766,4.81119725033268,4.31285804812517,151954.508472085,159390.165810756,155672.33714142,"Cognitive"
"Sydney","Sales Manager","Transportation","Medium","Low","High","Sales",78953.5665284531,"No","Growth",1580,1.5,6,90937.9122466352,0.05,0.1,3947.67832642266,7895.35665284531,90796.6015077211,58.893505372107,61,9085,0.671436433681893,"Medium","Business Administration, Marketing, Economics",3.55517559574172,4.54928624520451,4.05223092047311,108125.627386241,113416.164052261,110770.895719251,"Physical"
"Sydney","Data Scientist","Energy","Large","Medium","Low","Cybersecurity",95170.4382943925,"Yes","Decline",1580,1.5,4,87743.6493571328,0.1,0.15,9517.04382943925,14275.5657441589,118963.047867991,37.9677936993539,65,9350,0.695187165775401,"Medium","Computer Science, Statistics, Mathematics",-2.23347471636347,0.76272850426659,-0.735373106048443,106258.329366223,123569.610446971,114913.969906597,"Unknown"
"Sydney","Cybersecurity Analyst","Healthcare","Large","High","High","UX/UI Design",82338.3317289487,"No","Growth",1580,1.5,10,91923.5864679735,0.1,0.15,8233.83317289487,12350.7497593423,102922.914661186,85.310173262842,47,9350,0.502673796791444,"Medium","Computer Science, Information Technology, Cybersecurity",3.2883672500453,4.27983623271901,3.78410174138215,120995.477521479,126915.240978681,123955.35925008,"Cognitive"
"Sydney","Cybersecurity Analyst","Manufacturing","Small","Medium","High","Cybersecurity",93833.2178346957,"Yes","Decline",1580,1.5,8,94241.0754862367,0.1,0.15,9383.32178346957,14074.9826752044,117291.52229337,78.1641557998955,54,9761,0.553222005942014,"Low","Computer Science, Information Technology, Cybersecurity",-2.63945797357894,0.352725610841066,-1.14336618136894,102608.074544975,119374.752915926,110991.413730451,"Physical"
"Sydney","Data Scientist","Telecommunications","Small","Low","High","JavaScript",57499.2806150618,"Yes","Decline",1580,1.5,6,86745.3644065192,0.2,0.2,11499.8561230124,11499.8561230124,80498.9928610866,58.893505372107,59,9761,0.60444626575146,"Low","Computer Science, Statistics, Mathematics",-2.44482440425828,0.549286245204508,-0.947769079526886,71128.2332987125,82734.2638980711,76931.2485983918,"Hybrid"
"Sydney","Operations Manager","Education","Small","Low","Low","Project Management",86409.7907451698,"No","Growth",1580,1.5,2,94561.8423201271,0.05,0.1,4320.48953725849,8640.97907451698,99371.2593569452,12.5822808779776,59,9761,0.60444626575146,"High","Business Administration, Operations Management, Industrial Engineering",4.02291896313243,5.02166073504463,4.52228984908853,121033.606677989,126956.576239719,123995.091458854,"Cognitive"
"Sydney","Cybersecurity Analyst","Telecommunications","Large","High","High","JavaScript",121897.106973964,"No","Decline",1580,1.5,10,86775.6855755273,0.2,0.2,24379.4213947928,24379.4213947928,170655.94976355,85.310173262842,47,9350,0.502673796791444,"Low","Computer Science, Information Technology, Cybersecurity",-2.7116327499547,0.279836232719011,-1.21589825861785,148739.394266973,173057.136896485,160898.265581729,"Hybrid"
"Sydney","Data Scientist","Finance","Medium","Medium","High","Sales",91321.9111931155,"Yes","Decline",1580,1.5,8,94626.7349514756,0.2,0.2,18264.3822386231,18264.3822386231,127850.675670362,78.1641557998955,60,9085,0.66042927903137,"Low","Computer Science, Statistics, Mathematics",-2.63945797357894,0.352725610841066,-1.14336618136894,111845.352531088,130121.448847002,120983.400689045,"Cognitive"
"Sydney","HR Manager","Telecommunications","Medium","Low","Low","Project Management",75378.5232989788,"No","Stable",1580,1.5,2,82799.7248063423,0.2,0.2,15075.7046597958,15075.7046597958,105529.93261857,12.5822808779776,61,9085,0.671436433681893,"Medium","Human Resource Management, Business Administration, Psychology",2.02291896313243,3.02166073504463,2.52228984908853,116644.532109794,122466.806611494,119555.669360644,"Hybrid"
"Sydney","Product Manager","Entertainment","Small","Low","High","JavaScript",89454.201207206,"Yes","Growth",1580,1.5,6,99479.1563668922,0.05,0.1,4472.7100603603,8945.4201207206,102872.331388287,58.893505372107,59,9761,0.60444626575146,"Medium","Business Administration, Marketing, Engineering",3.55517559574172,4.54928624520451,4.05223092047311,122506.076079267,128500.241412453,125503.15874586,"Unknown"
"Sydney","UX Designer","Transportation","Medium","High","High","Project Management",89425.8281957554,"No","Decline",1580,1.5,10,86240.3896129137,0.05,0.1,4471.29140978777,8942.58281957554,102839.702425119,85.310173262842,42,9085,0.462300495321959,"Low","Graphic Design, Human-Computer Interaction, Psychology",-2.7116327499547,0.279836232719011,-1.21589825861785,89632.4743819455,104286.691941513,96959.5831617291,"Physical"
"Sydney","Data Scientist","Manufacturing","Small","Medium","Medium","Project Management",73518.8231692198,"No","Growth",1580,1.5,6,91147.6357823819,0.1,0.15,7351.88231692198,11027.823475383,91898.5289615247,44.0336386207491,54,9761,0.553222005942014,"Medium","Computer Science, Statistics, Mathematics",3.70526024993043,4.70085688606836,4.2030585679994,110233.218582924,115627.128299324,112930.173441124,"Physical"
"Sydney","AI Researcher","Education","Large","Medium","High","Data Analysis",100575.362115831,"Yes","Growth",1580,1.5,8,94943.9993882827,0.05,0.1,5028.76810579157,10057.5362115831,115661.666433206,78.1641557998955,65,9350,0.695187165775401,"Medium","Computer Science, Artificial Intelligence, Mathematics",3.36054202642106,4.35272561084107,3.85663381863106,136446.79400662,143122.670199731,139784.732103176,"Cognitive"
"Sydney","AI Researcher","Finance","Small","Low","Low","Python",107149.469960025,"No","Growth",1580,1.5,2,101418.714494522,0.2,0.2,21429.8939920049,21429.8939920049,150009.257944035,12.5822808779776,59,9761,0.60444626575146,"High","Computer Science, Artificial Intelligence, Mathematics",4.02291896313243,5.02166073504463,4.52228984908853,182710.389719805,191651.609490289,187180.999605047,"Cognitive"
"Sydney","Cybersecurity Analyst","Manufacturing","Small","Low","Low","Python",89023.8082378926,"No","Stable",1580,1.5,2,94241.0754862367,0.1,0.15,8902.38082378926,13353.5712356839,111279.760297366,12.5822808779776,59,9761,0.60444626575146,"Medium","Computer Science, Information Technology, Cybersecurity",2.02291896313243,3.02166073504463,2.52228984908853,122999.941827805,129139.444572267,126069.693200036,"Physical"
"Sydney","Software Engineer","Technology","Large","Low","Medium","Sales",107677.224069061,"No","Growth",1580,1.5,4,94878.2338835659,0.2,0.2,21535.4448138123,21535.4448138123,150748.113696686,33.2159558497369,54,9350,0.577540106951872,"Medium","Computer Science, Software Engineering, Information Technology",3.81451884591766,4.81119725033268,4.31285804812517,181778.436559173,190673.481394658,186225.958976916,"Unknown"
"Sydney","UX Designer","Entertainment","Medium","Low","High","Project Management",85073.8048926639,"No","Growth",1580,1.5,6,71004.7886535502,0.05,0.1,4253.69024463319,8507.38048926639,97834.8756265634,58.893505372107,61,9085,0.671436433681893,"Medium","Graphic Design, Human-Computer Interaction, Psychology",3.55517559574172,4.54928624520451,4.05223092047311,116507.194451297,122207.837296105,119357.515873701,"Unknown"
"Tokyo","HR Manager","Finance","Medium","Medium","Low","UX/UI Design",118980.604625585,"Yes","Stable",4371,1.3,4,97296.3388251374,0.2,0.2,23796.120925117,23796.120925117,166572.846475819,37.9677936993539,60,9085,0.66042927903137,"Medium","Human Resource Management, Business Administration, Psychology",1.74652528363653,2.74272850426659,2.24462689395156,181636.08840734,190703.947120561,186170.01776395,"Cognitive"
"Tokyo","Marketing Specialist","Retail","Large","Low","Medium","Marketing",104026.482740975,"Yes","Stable",4371,1.3,4,98126.6279828236,0.05,0.1,5201.32413704874,10402.6482740975,119630.455152121,33.2159558497369,54,9350,0.577540106951872,"Medium","Marketing, Business Administration, Communications",1.79451884591766,2.79119725033268,2.29285804812517,130756.631729692,137284.459288018,134020.545508855,"Unknown"
"Tokyo","Sales Manager","Transportation","Medium","Medium","High","Sales",97622.9609330864,"Yes","Growth",4371,1.3,8,90937.9122466352,0.05,0.1,4881.14804665432,9762.29609330864,112266.405073049,78.1641557998955,60,9085,0.66042927903137,"Medium","Business Administration, Marketing, Economics",3.34054202642106,4.33272561084107,3.83663381863106,132313.297102086,138788.212323313,135550.754712699,"Physical"
"Tokyo","Data Scientist","Entertainment","Small","Low","Low","Marketing",125421.917986211,"Yes","Decline",4371,1.3,2,102101.263082129,0.05,0.1,6271.09589931055,12542.1917986211,144235.205684143,12.5822808779776,59,9761,0.60444626575146,"Medium","Computer Science, Statistics, Mathematics",-1.99708103686757,1.00166073504463,-0.497710150911473,130396.619850528,151605.114292222,141000.867071375,"Unknown"
"Tokyo","Cybersecurity Analyst","Entertainment","Large","Medium","High","Data Analysis",66782.5908055697,"Yes","Stable",4371,1.3,8,91567.6037467579,0.05,0.1,3339.12954027849,6678.25908055697,76799.9794264052,78.1641557998955,65,9350,0.695187165775401,"Medium","Computer Science, Information Technology, Cybersecurity",1.34054202642106,2.33272561084107,1.83663381863106,82087.5356213293,86185.421872067,84136.4787466982,"Unknown"
"Tokyo","Marketing Specialist","Retail","Medium","Low","Medium","Data Analysis",48773.4908811772,"No","Stable",4371,1.3,4,98126.6279828236,0.05,0.1,2438.67454405886,4877.34908811772,56089.5145133537,33.2159558497369,61,9085,0.671436433681893,"Medium","Marketing, Business Administration, Communications",1.79451884591766,2.79119725033268,2.29285804812517,61306.0945374978,64366.7088109098,62836.4016742038,"Unknown"
"Tokyo","Software Engineer","Retail","Small","High","Medium","Marketing",76473.9159056675,"Yes","Decline",4371,1.3,8,84917.5278462074,0.05,0.1,3823.69579528337,7647.39159056675,87945.0032915176,67.4424779927358,58,9761,0.594201413789571,"Medium","Computer Science, Software Engineering, Information Technology",-2.55116902772663,0.442086724474095,-1.05454115162627,77284.8444621899,89906.2333981184,83595.5389301541,"Unknown"
"Tokyo","Software Engineer","Telecommunications","Small","High","Medium","Cybersecurity",92269.3807343095,"No","Growth",4371,1.3,8,90866.8330532954,0.2,0.2,18453.8761468619,18453.8761468619,129177.133028033,67.4424779927358,58,9761,0.594201413789571,"Medium","Computer Science, Software Engineering, Information Technology",3.44883097227337,4.4420867244741,3.94545884837373,153043.03791057,160532.638267592,156787.838089081,"Hybrid"
"Tokyo","Software Engineer","Telecommunications","Small","Low","Medium","Marketing",74201.4794942348,"No","Growth",4371,1.3,4,90866.8330532954,0.2,0.2,14840.295898847,14840.295898847,103882.071291929,33.2159558497369,59,9761,0.60444626575146,"Medium","Computer Science, Software Engineering, Information Technology",3.79451884591766,4.79119725033268,4.29285804812517,125144.768836528,131269.735937042,128207.252386785,"Hybrid"
"Tokyo","Data Scientist","Finance","Large","Medium","Low","Sales",92027.134230931,"No","Growth",4371,1.3,4,94626.7349514756,0.2,0.2,18405.4268461862,18405.4268461862,128837.987923303,37.9677936993539,65,9350,0.695187165775401,"High","Computer Science, Statistics, Mathematics",3.74652528363653,4.74272850426659,4.24462689395156,154850.18700586,162428.916866379,158639.551936119,"Cognitive"
"Tokyo","UX Designer","Retail","Small","High","Medium","Cybersecurity",41495.714442548,"No","Decline",4371,1.3,8,78833.8170690633,0.05,0.1,2074.7857221274,4149.5714442548,47720.0716089302,67.4424779927358,58,9761,0.594201413789571,"Medium","Graphic Design, Human-Computer Interaction, Psychology",-2.55116902772663,0.442086724474095,-1.05454115162627,41935.7345385016,48784.259881439,45359.9972099703,"Unknown"
"Tokyo","Software Engineer","Telecommunications","Medium","Medium","Medium","Sales",100930.452619441,"Yes","Stable",4371,1.3,6,90866.8330532954,0.2,0.2,20186.0905238882,20186.0905238882,141302.633667217,44.0336386207491,60,9085,0.66042927903137,"Medium","Computer Science, Software Engineering, Information Technology",1.68526024993043,2.68085688606836,2.1830585679994,153617.35352621,161286.373816892,157451.863671551,"Hybrid"
"Tokyo","Data Scientist","Technology","Large","High","Medium","Sales",80591.8221493716,"No","Decline",4371,1.3,8,83975.3549432316,0.2,0.2,16118.3644298743,16118.3644298743,112828.55100912,67.4424779927358,47,9350,0.502673796791444,"Medium","Computer Science, Statistics, Mathematics",-2.55116902772663,0.442086724474095,-1.05454115162627,99152.1597506741,115344.700225577,107248.429988125,"Unknown"
"Tokyo","Data Scientist","Technology","Medium","Low","Low","Python",103955.538020224,"No","Growth",4371,1.3,2,83975.3549432316,0.2,0.2,20791.1076040448,20791.1076040448,145537.753228314,12.5822808779776,61,9085,0.671436433681893,"High","Computer Science, Statistics, Mathematics",4.00291896313243,5.00166073504463,4.50228984908853,177093.780195746,185761.840929233,181427.810562489,"Unknown"
"Tokyo","HR Manager","Entertainment","Large","Low","Medium","Cybersecurity",85897.0354200426,"Yes","Stable",4371,1.3,4,93839.4327514857,0.05,0.1,4294.85177100213,8589.70354200426,98781.590733049,33.2159558497369,54,9350,0.577540106951872,"Medium","Human Resource Management, Business Administration, Psychology",1.79451884591766,2.79119725033268,2.29285804812517,107968.728069538,113358.903919178,110663.815994358,"Unknown"
"Tokyo","Sales Manager","Finance","Large","Medium","High","Python",87042.8600031254,"No","Decline",4371,1.3,8,88699.0842730278,0.2,0.2,17408.5720006251,17408.5720006251,121860.004004376,78.1641557998955,65,9350,0.695187165775401,"Low","Business Administration, Marketing, Economics",-2.65945797357894,0.332725610841066,-1.16336618136894,106495.189126218,123900.836853575,115198.012989896,"Cognitive"
"Tokyo","Cybersecurity Analyst","Entertainment","Small","Low","Low","JavaScript",87752.9221705924,"Yes","Decline",4371,1.3,2,91567.6037467579,0.05,0.1,4387.64610852962,8775.29221705924,100915.860496181,12.5822808779776,59,9761,0.60444626575146,"Medium","Computer Science, Information Technology, Cybersecurity",-1.99708103686757,1.00166073504463,-0.497710150911473,91233.530923277,106072.303858499,98652.9173908879,"Unknown"
"Tokyo","Product Manager","Education","Small","High","High","Python",122682.699869777,"Yes","Decline",4371,1.3,10,99148.0509671984,0.05,0.1,6134.13499348887,12268.2699869777,141085.104850244,85.310173262842,58,9761,0.594201413789571,"Low","Business Administration, Marketing, Engineering",-2.7316327499547,0.259836232719011,-1.23589825861785,122839.854831641,142927.606081766,132883.730456703,"Cognitive"
"Tokyo","Cybersecurity Analyst","Education","Large","Low","Medium","Marketing",96197.5456916629,"No","Stable",4371,1.3,4,86238.8000040038,0.05,0.1,4809.87728458315,9619.75456916629,110627.177545412,33.2159558497369,54,9350,0.577540106951872,"Medium","Computer Science, Information Technology, Cybersecurity",1.79451884591766,2.79119725033268,2.29285804812517,120916.008345926,126952.557628986,123934.282987456,"Cognitive"
"Tokyo","Data Scientist","Finance","Large","High","Medium","Python",127434.956373878,"Yes","Growth",4371,1.3,8,94626.7349514756,0.2,0.2,25486.9912747757,25486.9912747757,178408.93892343,67.4424779927358,47,9350,0.502673796791444,"Medium","Computer Science, Statistics, Mathematics",3.44883097227337,4.4420867244741,3.94545884837373,211370.583656766,221714.609889077,216542.596772922,"Cognitive"
"Tokyo","Marketing Specialist","Finance","Medium","Low","High","Sales",117295.976194847,"No","Stable",4371,1.3,6,92348.7235184119,0.2,0.2,23459.1952389693,23459.1952389693,164214.366672785,58.893505372107,61,9085,0.671436433681893,"Medium","Marketing, Business Administration, Communications",1.53517559574172,2.52928624520451,2.03223092047311,177212.26270545,186059.058918593,181635.660812022,"Cognitive"
"Tokyo","UX Designer","Manufacturing","Large","Medium","Medium","Project Management",85258.4601822884,"Yes","Growth",4371,1.3,6,87848.2539378052,0.1,0.15,8525.84601822884,12788.7690273433,106573.075227861,44.0336386207491,65,9350,0.695187165775401,"Medium","Graphic Design, Human-Computer Interaction, Psychology",3.68526024993043,4.68085688606836,4.1830585679994,127712.265281512,133962.684764619,130837.475023065,"Physical"
"Tokyo","UX Designer","Healthcare","Medium","Medium","Medium","UX/UI Design",126678.453043876,"No","Growth",4371,1.3,6,106019.748116905,0.1,0.15,12667.8453043876,19001.7679565813,158348.066304845,44.0336386207491,60,9085,0.66042927903137,"Medium","Graphic Design, Human-Computer Interaction, Psychology",3.68526024993043,4.68085688606836,4.1830585679994,189757.030164519,199044.008480835,194400.519322677,"Cognitive"
"Tokyo","Operations Manager","Healthcare","Medium","Low","Low","Python",111189.610603467,"Yes","Stable",4371,1.3,2,96956.0918132002,0.1,0.15,11118.9610603467,16678.44159052,138987.013254333,12.5822808779776,61,9085,0.671436433681893,"Medium","Business Administration, Operations Management, Industrial Engineering",2.00291896313243,3.00166073504463,2.50228984908853,153474.851511318,161137.03108017,157305.941295744,"Cognitive"
"Tokyo","Data Scientist","Entertainment","Small","Low","Medium","Project Management",86384.7902040888,"Yes","Decline",4371,1.3,4,102101.263082129,0.05,0.1,4319.23951020444,8638.47902040888,99342.5087347021,33.2159558497369,59,9761,0.60444626575146,"Medium","Computer Science, Statistics, Mathematics",-2.20548115408234,0.791197250332683,-0.70714195187483,88860.2835247598,103335.166423306,96097.7249740327,"Unknown"
"Tokyo","Product Manager","Entertainment","Large","Medium","High","Machine Learning",108280.439184364,"Yes","Growth",4371,1.3,8,99479.1563668922,0.05,0.1,5414.0219592182,10828.0439184364,124522.505062019,78.1641557998955,65,9350,0.695187165775401,"Medium","Business Administration, Marketing, Engineering",3.34054202642106,4.33272561084107,3.83663381863106,146757.912105997,153939.692469292,150348.802287645,"Unknown"
"Tokyo","Sales Manager","Manufacturing","Medium","Low","Low","Python",61109.6532599545,"Yes","Decline",4371,1.3,2,84775.9185979811,0.1,0.15,6110.96532599545,9166.44798899318,76387.0665749432,12.5822808779776,61,9085,0.671436433681893,"Medium","Business Administration, Marketing, Economics",-1.99708103686757,1.00166073504463,-0.497710150911473,69058.1417652106,80290.1753674622,74674.1585663364,"Physical"
"Tokyo","Data Scientist","Education","Small","High","High","Machine Learning",101388.285338021,"No","Growth",4371,1.3,10,102573.663191675,0.05,0.1,5069.41426690104,10138.8285338021,116596.528138724,85.310173262842,58,9761,0.594201413789571,"Medium","Computer Science, Statistics, Mathematics",3.2683672500453,4.25983623271901,3.76410174138215,136937.42956776,143638.483349184,140287.956458472,"Cognitive"
"Tokyo","Marketing Specialist","Technology","Medium","High","Medium","Marketing",80669.0013653189,"No","Decline",4371,1.3,8,95975.0190336207,0.2,0.2,16133.8002730638,16133.8002730638,112936.601911446,67.4424779927358,42,9085,0.462300495321959,"Medium","Marketing, Business Administration, Communications",-2.55116902772663,0.442086724474095,-1.05454115162627,99247.11337928,115455.160732483,107351.137055881,"Unknown"
"Tokyo","Product Manager","Technology","Large","Low","Medium","JavaScript",109105.509524749,"Yes","Stable",4371,1.3,4,95350.3467309926,0.2,0.2,21821.1019049498,21821.1019049498,152747.713334649,33.2159558497369,54,9350,0.577540106951872,"Medium","Business Administration, Marketing, Engineering",1.79451884591766,2.79119725033268,2.29285804812517,166953.945587301,175288.869426796,171121.407507048,"Unknown"
"Tokyo","AI Researcher","Energy","Small","High","High","Cybersecurity",99785.1183399889,"No","Growth",4371,1.3,10,92999.9814462466,0.1,0.15,9978.51183399889,14967.7677509983,124731.397924986,85.310173262842,58,9761,0.594201413789571,"Medium","Computer Science, Artificial Intelligence, Mathematics",3.2683672500453,4.25983623271901,3.76410174138215,146491.471837988,153660.054119727,150075.762978858,"Unknown"
"Tokyo","UX Designer","Education","Large","Low","High","JavaScript",121894.680146338,"No","Growth",4371,1.3,6,93749.0560912962,0.05,0.1,6094.73400731692,12189.4680146338,140178.882168289,58.893505372107,54,9350,0.577540106951872,"Medium","Graphic Design, Human-Computer Interaction, Psychology",3.53517559574172,4.52928624520451,4.03223092047311,166771.645724169,174933.311351073,170852.478537621,"Cognitive"
"Tokyo","AI Researcher","Retail","Small","High","Low","Communication",72034.1250833539,"No","Growth",4371,1.3,6,81607.8910442849,0.05,0.1,3601.7062541677,7203.41250833539,82839.243845857,51.4570672670379,58,9761,0.594201413789571,"High","Computer Science, Artificial Intelligence, Mathematics",3.61028362060292,4.60513791387621,4.10771076723957,98912.3314487552,103753.130168923,101332.730808839,"Unknown"
"Tokyo","UX Designer","Education","Medium","High","Low","Project Management",89686.9587675566,"No","Growth",4371,1.3,6,93749.0560912962,0.05,0.1,4484.34793837783,8968.69587675566,103140.00258269,51.4570672670379,42,9085,0.462300495321959,"High","Graphic Design, Human-Computer Interaction, Psychology",3.61028362060292,4.60513791387621,4.10771076723957,123151.994724475,129179.089725842,126165.542225159,"Cognitive"
"Tokyo","Operations Manager","Entertainment","Medium","Medium","Medium","JavaScript",92422.9380369979,"Yes","Growth",4371,1.3,6,109031.049523266,0.05,0.1,4621.1469018499,9242.29380369979,106286.378742548,44.0336386207491,60,9085,0.66042927903137,"Medium","Business Administration, Operations Management, Industrial Engineering",3.68526024993043,4.68085688606836,4.1830585679994,127368.701416912,133602.306396978,130485.503906945,"Unknown"
"Tokyo","Operations Manager","Finance","Small","Low","Low","UX/UI Design",68850.5761560838,"Yes","Growth",4371,1.3,2,73434.5043116347,0.2,0.2,13770.1152312168,13770.1152312168,96390.8066185173,12.5822808779776,59,9761,0.60444626575146,"High","Business Administration, Operations Management, Industrial Engineering",4.00291896313243,5.00166073504463,4.50228984908853,117290.613202001,123031.538476615,120161.075839308,"Cognitive"
"Tokyo","Operations Manager","Telecommunications","Small","High","Medium","Project Management",93440.3139803171,"No","Growth",4371,1.3,8,94180.119918208,0.2,0.2,18688.0627960634,18688.0627960634,130816.439572444,67.4424779927358,58,9761,0.594201413789571,"Medium","Business Administration, Operations Management, Industrial Engineering",3.44883097227337,4.4420867244741,3.94545884837373,154985.211790283,162569.858000952,158777.534895617,"Hybrid"
"Tokyo","UX Designer","Finance","Small","Medium","Medium","Cybersecurity",109986.594224795,"No","Decline",4371,1.3,6,84699.1141349386,0.2,0.2,21997.318844959,21997.318844959,153981.231914713,44.0336386207491,54,9761,0.553222005942014,"Medium","Graphic Design, Human-Computer Interaction, Psychology",-2.31473975006957,0.680856886068359,-0.816941432000604,136966.06514003,159295.059153118,148130.562146574,"Cognitive"
"Tokyo","AI Researcher","Healthcare","Small","Low","High","Data Analysis",117936.964036267,"Yes","Growth",4371,1.3,6,92703.0138952953,0.1,0.15,11793.6964036267,17690.54460544,147421.205045333,58.893505372107,59,9761,0.60444626575146,"Medium","Computer Science, Artificial Intelligence, Mathematics",3.53517559574172,4.52928624520451,4.03223092047311,175387.880112601,183971.217083792,179679.548598197,"Cognitive"
"Tokyo","AI Researcher","Manufacturing","Large","Low","High","Project Management",73394.8962192562,"No","Stable",4371,1.3,6,98719.1876163946,0.1,0.15,7339.48962192562,11009.2344328884,91743.6202740702,58.893505372107,54,9350,0.577540106951872,"Medium","Computer Science, Artificial Intelligence, Mathematics",1.53517559574172,2.52928624520451,2.03223092047311,99005.3115751656,103947.857887438,101476.584731302,"Physical"
